      loan_id,Age     ,   Gender,    no_of_dependents,Number_of_Existing_Loans   ,Existing_Customer   , Education,    Employment, income, loan_amount,    loan_term, cibil_score     , residential_assets_value    ,LTV_Ratio, loan_status        
1848,20,Female,4,3,No, Graduate,Salaried,41000,150000,36,805,480000,95, Approved
1849,50,Female,2,1,Yes, Graduate,Self-Employed,142000,74970,36,709,710000,85.32, Approved
1850,64,Male,2,0,No, Non Graduate,Salaried,179000,95892,36,511,2330000,62.65, Rejected
1851,52,Male,1,3,Yes, Graduate,Self-Employed,152000,119915,24,766,690000,62.3, Approved
1852,24,Female,3,3,No, Non Graduate,Self-Employed,14000,52460,48,451,310000,55.24, Rejected
1853,55,Male,1,0,Yes, Non Graduate,Self-Employed,102000,150000,36,447,100000,79.38, Rejected
1854,64,Female,3,2,No, Non Graduate,Salaried,0,150000,18,763,100000,95, Approved
1855,41,Male,5,2,Yes, Non Graduate,Self-Employed,104000,82292,18,834,100000,59.08, Approved
1856,47,Female,2,2,No, Graduate,Salaried,115000,150000,36,429,610000,69.41, Rejected
1857,33,Male,4,2,No, Non Graduate,Salaried,70000,75328,60,693,780000,93.25, Approved
1858,33,Female,1,1,Yes, Graduate,Self-Employed,48000,148299,48,478,420000,46.99, Rejected
1859,54,Male,2,3,No, Graduate,Self-Employed,112000,134830,36,752,100000,95, Approved
1860,23,Female,0,2,No, Graduate,Salaried,32000,43934,72,319,200000,50.53, Rejected
1861,21,Female,3,2,No, Graduate,Salaried,53000,127839,60,303,630000,95, Rejected
1862,50,Male,3,0,No, Non Graduate,Salaried,41000,150000,12,420,110000,94.83, Rejected
1863,48,Female,2,3,No, Non Graduate,Self-Employed,71000,146447,24,552,100000,94.11, Approved
1864,45,Male,3,1,No, Non Graduate,Unemployed,26000,129491,24,606,260000,81.18, Approved
1865,70,Female,2,2,Yes, Non Graduate,Salaried,0,56073,18,558,750000,44.29, Approved
1866,38,Male,1,0,No, Non Graduate,Self-Employed,32000,64838,48,504,1000000,50.47,Approved
1867,30,Female,5,0,No, Non Graduate,Self-Employed,46000,113404,48,412,100000,51.17, Rejected
1868,48,Female,4,1,Yes, Non Graduate,Salaried,140000,137171,72,900,950000,65.62, Approved
1869,20,Female,4,0,Yes, Non Graduate,Salaried,35000,150000,36,634,1000000,60.59, Approved
1870,60,Male,5,2,Yes, Graduate,Freelancer,172000,150000,60,340,490000,45.6, Rejected
1871,25,Male,3,1,No, Non Graduate,Salaried,26000,54695,12,615,440000,56.89, Approved
1872,68,Male,2,0,Yes, Graduate,Salaried,111000,150000,60,353,700000,50.89, Rejected
1873,68,Female,4,0,Yes, Graduate,Self-Employed,0,65716,12,606,580000,78.24, Approved
1874,25,Female,2,1,No, Non Graduate,Self-Employed,32000,58502,60,498,790000,90.1, Rejected
1875,51,Male,4,2,No, Non Graduate,Salaried,120000,150000,18,585,680000,62.86,Rejected
1876,58,Male,1,2,Yes, Non Graduate,Self-Employed,74000,118214,60,578,360000,56.29, Approved
1877,34,Female,1,3,Yes, Graduate,Salaried,86000,77552,24,693,300000,42.95, Approved
1878,30,Male,4,1,No, Graduate,Freelancer,78000,149898,24,795,590000,80.38, Approved
1879,59,Female,1,3,No, Graduate,Salaried,0,106801,60,594,290000,75.44, Approved
1880,60,Female,3,3,No, Non Graduate,Self-Employed,0,146144,24,840,100000,95, Approved
1881,28,Male,3,0,No, Non Graduate,Salaried,76000,53417,24,301,780000,50.3, Rejected
1882,29,Male,4,0,No, Graduate,Self-Employed,49000,115031,60,481,270000,72.92, Rejected
1883,60,Male,5,0,No, Non Graduate,Self-Employed,177000,135732,48,531,2080000,81.01, Rejected
1884,57,Male,2,1,No, Non Graduate,Unemployed,131000,150000,18,332,830000,95, Rejected
1885,54,Male,0,0,Yes, Graduate,Self-Employed,113000,150000,48,516,100000,64.24, Approved
1886,50,Female,2,0,Yes, Non Graduate,Salaried,106000,150000,60,727,950000,51.85, Approved
1887,42,Male,3,3,No, Non Graduate,Salaried,107000,110632,36,344,1440000,56.67, Rejected
1888,60,Male,2,3,No, Graduate,Self-Employed,0,89859,12,650,950000,92.28, Approved
1889,47,Female,3,1,Yes, Graduate,Student,25000,44011,36,362,990000,80.68, Rejected
1890,48,Female,5,0,Yes, Graduate,Salaried,57000,150000,60,307,350000,40, Rejected
1891,41,Female,5,0,No, Graduate,Student,70000,150000,48,530,2420000,64.02, Rejected
1892,70,Male,5,2,Yes, Graduate,Self-Employed,103000,82821,48,482,320000,41.57, Rejected
1893,22,Male,0,0,Yes, Non Graduate,Salaried,63000,124969,60,701,100000,53.34, Approved
1894,67,Male,2,1,Yes, Graduate,Salaried,0,132502,36,586,1000000,95, Approved
1895,46,Male,0,0,No, Graduate,Salaried,51000,87956,48,384,950000,52.59, Rejected
1896,53,Female,4,3,No, Non Graduate,Salaried,62000,112806,72,882,670000,95, Approved
1897,64,Female,5,2,No, Non Graduate,Salaried,0,50396,60,758,530000,71.31, Approved
1898,30,Male,5,3,No, Graduate,Salaried,20000,47601,18,529,100000,90.41, Rejected
1899,60,Female,3,3,No, Graduate,Salaried,147000,150000,60,589,150000,95,Rejected
1900,44,Female,1,3,No, Graduate,Student,50000,150000,36,670,100000,52.66, Approved
1901,63,Female,5,3,Yes, Non Graduate,Self-Employed,119000,64843,12,532,1000000,79.09, Rejected
1902,44,Male,0,0,Yes, Non Graduate,Salaried,129000,106942,60,868,1000000,69.13, Approved
1903,68,Male,2,1,Yes, Non Graduate,Salaried,0,70859,24,776,830000,48.08, Approved
1904,23,Male,5,3,No, Graduate,Salaried,66000,150000,72,644,400000,93.39, Approved
1905,34,Male,0,2,Yes, Graduate,Unemployed,67000,68262,36,658,290000,77.77, Approved
1906,47,Male,1,0,No, Graduate,Salaried,39000,57551,60,766,950000,91.49, Approved
1907,50,Female,3,3,No, Non Graduate,Self-Employed,113000,86969,48,717,120000,95, Approved
1908,56,Male,2,0,No, Graduate,Salaried,65000,150000,72,339,100000,58.79, Rejected
1909,54,Male,0,1,No, Non Graduate,Salaried,109000,147941,48,463,100000,82.09, Rejected
1910,52,Male,4,1,No, Non Graduate,Self-Employed,46000,150000,60,540,250000,95,Rejected
1911,29,Female,1,3,No, Graduate,Self-Employed,73000,69883,24,804,100000,64.35, Approved
1912,36,Female,1,0,No, Graduate,Self-Employed,63000,126995,12,541,950000,65.3,Approved
1913,66,Male,4,0,Yes, Non Graduate,Salaried,106000,122121,36,371,190000,45.56, Rejected
1914,22,Female,5,3,No, Graduate,Salaried,42000,102350,72,369,1000000,67.87, Rejected
1915,41,Male,0,2,Yes, Non Graduate,Salaried,88000,150000,72,651,100000,64.84, Approved
1916,70,Male,0,2,No, Graduate,Freelancer,43000,98504,18,477,950000,54.6, Rejected
1917,20,Male,4,2,No, Non Graduate,Unemployed,14000,48561,24,554,320000,76.19,Rejected
1918,37,Male,0,3,No, Graduate,Salaried,34000,150000,36,362,1490000,95, Rejected
1919,45,Female,5,3,Yes, Graduate,Salaried,111000,150000,18,469,380000,54.31,Rejected
1920,41,Male,3,1,No, Non Graduate,Salaried,95000,79243,60,547,240000,64.72, Rejected
1921,45,Female,4,1,Yes, Non Graduate,Salaried,112000,150000,36,809,100000,78.6, Approved
1922,30,Female,1,3,No, Graduate,Freelancer,69000,150000,36,335,490000,69.09, Rejected
1923,30,Male,5,0,Yes, Non Graduate,Self-Employed,57000,119015,60,708,760000,42.33, Approved
1924,40,Female,0,2,No, Graduate,Salaried,38000,74232,18,779,100000,78.46, Approved
1925,29,Male,0,3,No, Graduate,Salaried,43000,106263,48,748,830000,72.32, Approved
1926,18,Female,0,3,No, Graduate,Salaried,31000,35505,60,541,100000,82.28,Approved
1927,53,Female,4,2,Yes, Graduate,Salaried,92000,150000,36,527,380000,66.76, Rejected
1928,58,Female,0,3,No, Non Graduate,Self-Employed,168000,150000,48,859,460000,80.15, Approved
1929,28,Male,0,2,No, Graduate,Salaried,81000,83729,24,604,200000,56.12, Approved
1930,55,Female,5,3,Yes, Graduate,Self-Employed,78000,131386,36,348,690000,42.92, Rejected
1931,43,Female,4,0,Yes, Graduate,Salaried,114000,80300,18,734,880000,63.91, Approved
1932,46,Male,3,2,Yes, Graduate,Freelancer,55000,86450,48,388,1000000,49.83, Rejected
1933,36,Male,0,0,No, Graduate,Self-Employed,103000,54362,60,831,650000,75.25, Approved
1934,32,Male,5,3,No, Non Graduate,Unemployed,38000,108691,36,433,100000,95, Rejected
1935,65,Male,2,3,Yes, Graduate,Unemployed,0,150000,24,699,880000,76.3, Approved
1936,65,Female,0,1,Yes, Non Graduate,Salaried,122000,150000,72,303,740000,48.11, Rejected
1937,63,Female,4,3,No, Non Graduate,Self-Employed,0,150000,48,611,170000,67.07, Approved
1938,53,Female,2,0,No, Graduate,Self-Employed,83000,150000,36,558,410000,83.36, Approved
1939,29,Male,4,1,No, Graduate,Salaried,63000,48175,12,752,280000,89.82, Approved
1940,53,Female,5,1,No, Non Graduate,Salaried,93000,124379,24,786,1000000,95, Approved
1941,35,Female,0,1,Yes, Graduate,Salaried,42000,134764,60,481,2120000,59.39, Rejected
1942,24,Male,2,1,No, Graduate,Salaried,69000,96876,60,507,100000,95, Rejected
1943,47,Female,4,0,Yes, Graduate,Salaried,70000,150000,60,715,1000000,84.54, Approved
1944,63,Male,0,1,Yes, Non Graduate,Salaried,150000,150000,48,392,380000,40.48, Rejected
1945,51,Male,0,1,Yes, Graduate,Salaried,127000,143691,60,887,130000,73.2, Approved
1946,53,Male,0,2,Yes, Non Graduate,Self-Employed,61000,96547,60,479,950000,42.33, Rejected
1947,58,Female,2,0,No, Graduate,Self-Employed,67000,99053,60,328,950000,95, Rejected
1948,30,Male,2,0,Yes, Graduate,Salaried,31000,150000,36,740,930000,58.28, Approved
1949,54,Male,2,0,No, Graduate,Self-Employed,99000,63461,48,456,1000000,68.47,Rejected
1950,23,Female,1,1,Yes, Non Graduate,Student,38000,126447,48,467,950000,89.09, Rejected
1951,40,Male,0,2,No, Graduate,Salaried,47000,62922,12,587,100000,95,Approved
1952,54,Female,0,3,Yes, Non Graduate,Salaried,160000,143959,48,569,450000,83.8, Approved
1953,50,Female,3,3,Yes, Non Graduate,Salaried,119000,150000,60,399,950000,48.77, Rejected
1954,31,Female,1,0,Yes, Non Graduate,Salaried,18000,33094,72,593,1000000,53.27, Approved
1955,46,Female,3,2,Yes, Non Graduate,Salaried,76000,50226,48,409,200000,59.8, Rejected
1956,44,Female,4,2,Yes, Non Graduate,Salaried,34000,131626,24,353,2290000,47.44, Rejected
1957,35,Male,5,0,Yes, Graduate,Student,72000,80641,36,306,480000,77.51, Rejected
1958,43,Male,2,1,No, Graduate,Salaried,74000,109176,48,499,920000,60.54, Rejected
1959,20,Male,4,3,Yes, Graduate,Student,31000,91020,12,324,630000,53.68, Rejected
1960,67,Male,2,2,No, Non Graduate,Self-Employed,0,150000,60,647,510000,67.2, Approved
1961,34,Female,2,2,No, Graduate,Unemployed,33000,130925,24,767,110000,66.58, Approved
1962,57,Male,4,1,Yes, Non Graduate,Salaried,142000,150000,36,821,950000,60.38, Approved
1963,65,Male,4,0,Yes, Non Graduate,Salaried,137000,144771,48,338,990000,95, Rejected
1964,45,Male,0,0,No, Graduate,Self-Employed,80000,150000,48,785,1000000,95, Approved
1965,35,Female,3,0,No, Graduate,Self-Employed,72000,56593,48,694,0,66.77, Approved
1966,37,Male,0,1,Yes, Non Graduate,Self-Employed,34000,115539,36,613,2840000,81.66, Approved
1967,41,Male,4,0,Yes, Graduate,Freelancer,49000,35933,48,318,870000,42.1, Rejected
1968,63,Male,3,1,No, Non Graduate,Freelancer,0,150000,18,783,280000,70.33, Approved
1969,31,Female,2,3,No, Non Graduate,Unemployed,90000,113178,60,761,250000,90.48, Approved
1970,47,Female,4,0,No, Graduate,Freelancer,68000,103448,48,329,950000,95, Rejected
1971,36,Male,5,2,Yes, Non Graduate,Self-Employed,98000,150000,24,661,1000000,54.9, Approved
1972,26,Female,4,0,Yes, Non Graduate,Self-Employed,54000,59627,18,339,100000,73.35, Rejected
1973,54,Male,1,1,Yes, Graduate,Salaried,77000,150000,24,673,2370000,78.31, Approved
1974,59,Male,3,3,Yes, Graduate,Salaried,0,144298,36,748,850000,63.18, Approved
1975,48,Male,3,1,Yes, Graduate,Self-Employed,64000,150000,36,702,680000,56.39, Approved
1976,52,Female,4,0,No, Non Graduate,Salaried,124000,121346,48,710,750000,83.8, Approved
1977,62,Female,0,1,No, Graduate,Self-Employed,33000,99709,12,331,240000,95, Rejected
1978,39,Female,1,2,No, Non Graduate,Self-Employed,79000,150000,18,372,570000,58.46, Rejected
1979,55,Male,0,3,No, Non Graduate,Salaried,113000,150000,36,783,990000,72.1, Approved
1980,41,Female,0,3,No, Graduate,Salaried,57000,119785,24,558,1000000,95, Approved
1981,32,Male,4,0,No, Graduate,Self-Employed,49000,86357,72,552,560000,95,Rejected
1982,22,Male,4,2,No, Non Graduate,Freelancer,16000,13701,72,544,410000,56.66, Rejected
1983,32,Male,2,0,Yes, Non Graduate,Self-Employed,48000,74423,36,425,100000,40, Rejected
1984,52,Male,2,0,No, Non Graduate,Self-Employed,126000,150000,48,321,200000,61.91, Rejected
1985,30,Male,2,1,No, Graduate,Salaried,27000,89706,60,758,890000,94.34, Approved
1986,54,Female,5,3,Yes, Graduate,Self-Employed,124000,58495,36,373,1000000,52.34, Rejected
1987,34,Male,3,3,Yes, Non Graduate,Freelancer,52000,102256,12,876,100000,80.8, Approved
1988,67,Female,2,0,No, Non Graduate,Salaried,0,121958,48,594,1000000,77.82, Approved
1989,40,Female,3,0,No, Non Graduate,Salaried,80000,81280,72,837,280000,55.28, Approved
1990,41,Female,0,1,No, Non Graduate,Unemployed,92000,74557,60,600,1000000,81.29, Approved
1991,37,Female,4,2,No, Graduate,Student,62000,150000,18,547,1420000,73.47, Rejected
1992,65,Male,1,3,No, Non Graduate,Self-Employed,51000,147191,24,431,970000,67.39, Rejected
1993,38,Male,0,3,No, Non Graduate,Salaried,70000,54584,48,851,330000,87.27, Approved
1994,48,Male,4,1,No, Non Graduate,Salaried,95000,150000,60,760,2320000,55.76, Approved
1995,44,Female,0,0,No, Non Graduate,Self-Employed,25000,47199,48,716,100000,95, Approved
1996,55,Female,4,3,No, Non Graduate,Salaried,99000,113631,60,744,660000,54.71, Approved
1997,21,Male,3,0,No, Non Graduate,Self-Employed,23000,67109,48,740,2240000,69.6, Approved
1998,38,Male,0,1,No, Graduate,Freelancer,29000,25403,60,759,2700000,94.62, Approved
1999,21,Female,4,3,Yes, Graduate,Freelancer,16000,82014,60,517,490000,61.18, Rejected
2000,31,Female,3,2,No, Non Graduate,Salaried,84000,107918,24,895,230000,94.85, Approved
2001,49,Male,3,3,No, Non Graduate,Salaried,109000,150000,24,315,1990000,59.37, Rejected
2002,33,Female,4,0,No, Non Graduate,Self-Employed,21000,66452,12,527,460000,53.02, Rejected
2003,63,Female,3,2,Yes, Graduate,Salaried,0,106730,12,853,730000,63.25, Approved
2004,25,Male,0,0,No, Graduate,Self-Employed,61000,150000,24,747,360000,60.86, Approved
2005,31,Male,2,1,No, Non Graduate,Freelancer,20000,32914,72,892,420000,95, Approved
2006,36,Female,4,2,No, Graduate,Salaried,63000,150000,36,856,950000,79.02, Approved
2007,28,Female,3,3,No, Graduate,Self-Employed,77000,78289,36,324,1000000,87.97, Rejected
2008,20,Male,5,0,No, Graduate,Self-Employed,47000,90064,72,812,1000000,95, Approved
2009,60,Male,5,2,No, Graduate,Salaried,0,150000,36,804,350000,60.18, Approved
2010,64,Male,4,1,No, Graduate,Salaried,0,88178,24,874,160000,92.85, Approved
2011,29,Female,2,0,No, Non Graduate,Salaried,17000,74273,72,516,240000,80.71, Rejected
2012,70,Male,5,0,No, Graduate,Salaried,154000,72646,36,402,1000000,85.64, Rejected
2013,35,Male,1,0,Yes, Graduate,Salaried,98000,150000,48,330,340000,50.01, Rejected
2014,52,Female,1,3,No, Graduate,Self-Employed,56000,150000,12,867,2050000,95, Approved
2015,34,Male,4,0,Yes, Graduate,Freelancer,40000,96920,48,844,950000,52.02, Approved
2016,31,Male,5,0,Yes, Non Graduate,Salaried,30000,118409,24,310,300000,76.57, Rejected
2017,63,Female,4,0,No, Non Graduate,Freelancer,62000,150000,36,535,1000000,59.04, Rejected
2018,22,Female,1,3,No, Graduate,Salaried,47000,135136,24,323,1000000,90.32, Rejected
2019,54,Male,1,3,No, Graduate,Salaried,38000,123933,48,686,200000,75.8, Approved
2020,45,Male,0,1,No, Non Graduate,Unemployed,52000,110855,60,465,610000,95, Rejected
2021,39,Male,4,3,No, Graduate,Self-Employed,39000,150000,60,547,100000,65.29, Rejected
2022,27,Female,1,2,Yes, Non Graduate,Salaried,52000,145436,36,649,940000,66.6, Approved
2023,70,Male,2,1,No, Non Graduate,Salaried,0,150000,24,670,2130000,90.8, Approved
2024,45,Male,3,0,No, Graduate,Unemployed,84000,70212,48,408,240000,52.58, Rejected
2025,67,Male,2,0,Yes, Non Graduate,Self-Employed,150000,94248,60,303,1500000,82.86, Rejected
2026,28,Male,0,3,No, Graduate,Salaried,52000,150000,36,497,300000,91.78, Rejected
2027,67,Male,4,3,No, Graduate,Salaried,0,80166,60,740,650000,52.89, Approved
2028,25,Female,4,2,No, Non Graduate,Salaried,23000,31568,12,309,1000000,67.24, Rejected
2029,63,Female,0,2,Yes, Non Graduate,Freelancer,0,98849,36,769,1440000,83.15, Approved
2030,27,Female,3,2,No, Graduate,Unemployed,80000,150000,18,420,380000,50.68, Rejected
2031,35,Male,1,2,No, Graduate,Salaried,45000,82875,36,540,110000,69.19,Approved
2032,58,Male,5,1,No, Graduate,Salaried,130000,150000,36,806,970000,76.93, Approved
2033,54,Female,4,1,No, Graduate,Unemployed,41000,133671,72,723,380000,63.98, Approved
2034,63,Female,5,3,No, Non Graduate,Salaried,106000,150000,48,565,810000,87.12,Rejected
2035,56,Male,1,1,No, Graduate,Self-Employed,160000,150000,24,374,240000,80.16, Rejected
2036,24,Female,4,3,No, Graduate,Salaried,46000,111772,48,509,1000000,75.42, Rejected
2037,56,Male,3,3,No, Non Graduate,Salaried,153000,150000,48,728,350000,55.27, Approved
2038,37,Female,2,0,No, Graduate,Salaried,103000,62341,60,396,950000,82.21, Rejected
2039,28,Female,0,2,Yes, Non Graduate,Self-Employed,53000,58925,18,667,430000,94.19, Approved
2040,32,Female,5,1,No, Non Graduate,Salaried,43000,38506,60,583,940000,95,Rejected
2041,19,Female,1,3,No, Non Graduate,Student,14000,13129,60,459,970000,92.63, Rejected
2042,47,Female,4,1,No, Non Graduate,Self-Employed,50000,150000,48,635,610000,83.79, Approved
2043,49,Female,3,1,Yes, Non Graduate,Salaried,137000,74799,24,604,2140000,68.85, Approved
2044,40,Male,0,3,No, Non Graduate,Salaried,37000,84720,36,796,300000,81.58, Approved
2045,33,Female,4,0,No, Graduate,Unemployed,44000,66981,48,416,620000,67.59, Rejected
2046,56,Female,3,1,No, Graduate,Freelancer,108000,102731,72,311,490000,92.18, Rejected
2047,34,Male,1,0,No, Graduate,Self-Employed,75000,39307,60,833,2460000,86, Approved
2048,31,Male,1,1,No, Non Graduate,Self-Employed,51000,150000,48,543,740000,95,Approved
2049,49,Female,5,3,Yes, Graduate,Self-Employed,42000,126161,18,751,160000,70.96, Approved
2050,65,Female,5,0,Yes, Non Graduate,Salaried,0,77470,12,885,950000,69, Approved
2051,62,Male,4,0,No, Non Graduate,Salaried,63000,94824,60,346,780000,58.39, Rejected
2052,23,Male,4,3,No, Graduate,Student,29000,114236,36,588,1000000,65.85,Rejected
2053,32,Female,2,1,No, Graduate,Self-Employed,66000,112817,36,488,2010000,85.18, Rejected
2054,54,Female,1,3,Yes, Non Graduate,Salaried,78000,73001,12,765,210000,67.06, Approved
2055,32,Male,3,1,No, Non Graduate,Salaried,35000,38134,12,337,880000,95, Rejected
2056,48,Male,1,1,Yes, Graduate,Salaried,51000,150000,48,515,100000,40,Approved
2057,62,Female,2,2,Yes, Graduate,Salaried,0,150000,18,555,210000,44.59, Approved
2058,41,Female,1,3,No, Graduate,Self-Employed,23000,17074,72,702,460000,95, Approved
2059,19,Male,2,1,No, Non Graduate,Salaried,36000,111994,12,457,100000,73.34, Rejected
2060,27,Female,2,3,Yes, Graduate,Freelancer,25000,57165,36,425,1000000,61.36, Rejected
2061,38,Female,1,3,No, Graduate,Student,77000,96370,36,583,240000,95, Approved
2062,70,Female,1,1,No, Non Graduate,Salaried,0,122692,60,877,1000000,95, Approved
2063,44,Male,0,0,Yes, Graduate,Salaried,118000,150000,24,522,1000000,71.82,Approved
2064,20,Male,5,2,Yes, Non Graduate,Salaried,18000,72467,36,687,260000,40, Approved
2065,69,Male,0,3,No, Graduate,Salaried,0,109827,36,856,330000,62.57, Approved
2066,53,Male,4,0,No, Non Graduate,Salaried,93000,150000,72,543,950000,62.84, Rejected
2067,39,Male,5,0,No, Non Graduate,Self-Employed,82000,77521,36,576,230000,70.26,Rejected
2068,45,Male,2,2,No, Non Graduate,Freelancer,110000,150000,24,856,950000,91.42, Approved
2069,46,Female,0,2,No, Graduate,Student,96000,71066,48,722,350000,95, Approved
2070,22,Female,4,0,No, Graduate,Self-Employed,41000,100173,60,653,950000,66.3, Approved
2071,25,Female,5,2,No, Graduate,Self-Employed,63000,150000,48,480,950000,89.57, Rejected
2072,39,Male,2,1,Yes, Graduate,Salaried,43000,63301,72,477,1000000,40, Rejected
2073,26,Female,0,1,Yes, Graduate,Self-Employed,62000,150000,24,885,100000,60.2, Approved
2074,59,Female,0,1,Yes, Non Graduate,Freelancer,0,96685,48,530,950000,95,Approved
2075,59,Female,3,0,No, Graduate,Unemployed,0,150000,18,870,470000,52.32, Approved
2076,35,Female,4,2,No, Non Graduate,Salaried,79000,64295,48,395,270000,58.2, Rejected
2077,38,Female,2,1,Yes, Non Graduate,Salaried,90000,132986,60,771,250000,50.68, Approved
2078,69,Female,1,2,Yes, Non Graduate,Self-Employed,0,138468,60,579,100000,80.93, Approved
2079,56,Female,1,3,Yes, Graduate,Self-Employed,162000,150000,60,798,200000,54.48, Approved
2080,30,Female,3,0,Yes, Non Graduate,Student,42000,150000,24,473,950000,50.52, Rejected
2081,62,Female,0,3,Yes, Graduate,Salaried,114000,129422,18,304,100000,68.45, Rejected
2082,26,Female,0,3,No, Non Graduate,Self-Employed,36000,77848,36,678,950000,68.57, Approved
2083,49,Female,5,0,Yes, Graduate,Salaried,130000,88798,12,745,170000,41.27, Approved
2084,52,Female,1,3,No, Graduate,Student,155000,150000,18,835,240000,73.66, Approved
2085,32,Male,5,3,No, Non Graduate,Salaried,83000,71221,36,848,1000000,56.76, Approved
2086,22,Male,5,1,Yes, Non Graduate,Self-Employed,60000,150000,24,872,510000,53.5, Approved
2087,29,Female,3,2,No, Non Graduate,Salaried,85000,74108,12,608,980000,95, Approved
2088,53,Male,0,1,Yes, Graduate,Self-Employed,41000,29605,72,758,260000,95, Approved
2089,68,Male,0,1,No, Non Graduate,Unemployed,0,84599,24,841,300000,84.15, Approved
2090,25,Female,0,1,No, Non Graduate,Salaried,56000,77153,48,618,100000,93.01, Approved
2091,21,Male,4,3,No, Graduate,Student,57000,72144,36,457,100000,81.26,Rejected
2092,51,Male,0,1,No, Graduate,Salaried,135000,150000,36,844,270000,59.22, Approved
2093,64,Male,2,1,No, Non Graduate,Self-Employed,0,125089,12,776,280000,81, Approved
2094,39,Male,1,2,Yes, Non Graduate,Unemployed,114000,120314,36,520,1000000,40,Approved
2095,37,Male,1,3,No, Graduate,Freelancer,83000,94613,36,648,640000,53.67, Approved
2096,42,Female,4,1,Yes, Non Graduate,Salaried,43000,146456,12,654,950000,48.42, Approved
2097,51,Male,0,2,No, Non Graduate,Salaried,70000,116676,60,342,580000,62, Rejected
2098,31,Female,5,1,No, Non Graduate,Student,33000,150000,48,808,210000,51.91, Approved
2099,42,Male,1,0,No, Graduate,Salaried,32000,119966,48,429,570000,72.64, Rejected
2100,40,Female,3,3,No, Graduate,Salaried,36000,141799,36,538,1000000,52.97, Rejected
2101,24,Male,3,3,Yes, Non Graduate,Salaried,44000,150000,60,533,180000,95, Rejected
2102,22,Male,2,2,Yes, Graduate,Freelancer,20000,72854,36,394,770000,72.46, Rejected
2103,70,Male,1,2,Yes, Non Graduate,Self-Employed,0,150000,60,771,950000,63.29, Approved
2104,38,Male,5,2,No, Graduate,Salaried,100000,97548,36,792,440000,61.18, Approved
2105,38,Female,5,0,Yes, Non Graduate,Salaried,68000,68571,60,407,650000,53.34, Rejected
2106,28,Female,0,2,Yes, Non Graduate,Unemployed,24000,27916,72,544,640000,72.88,Approved
2107,65,Male,5,0,Yes, Graduate,Self-Employed,181000,150000,48,509,2460000,62.34, Rejected
2108,66,Male,4,0,Yes, Non Graduate,Salaried,90000,118065,36,320,950000,58.88, Rejected
2109,23,Male,4,2,No, Graduate,Freelancer,31000,42193,72,496,1000000,53.33, Rejected
2110,21,Female,3,2,Yes, Non Graduate,Student,19000,92906,24,652,850000,40, Approved
2111,27,Female,2,3,Yes, Graduate,Freelancer,75000,150000,36,806,270000,53.35, Approved
2112,68,Female,4,0,No, Non Graduate,Salaried,0,150000,12,821,320000,88.17, Approved
2113,56,Male,5,1,No, Graduate,Self-Employed,82000,150000,60,618,1430000,95, Approved
2114,30,Female,2,1,No, Non Graduate,Salaried,46000,31273,18,729,2240000,91.79, Approved
2115,36,Female,5,3,Yes, Non Graduate,Unemployed,89000,146304,12,839,1000000,82.8, Approved
2116,68,Male,3,2,No, Graduate,Salaried,68000,150000,36,318,140000,69.98, Rejected
2117,31,Female,2,3,Yes, Graduate,Salaried,81000,150000,24,404,180000,65.31, Rejected
2118,57,Male,5,3,No, Non Graduate,Salaried,82000,69652,36,581,660000,95,Rejected
2119,63,Female,1,2,Yes, Non Graduate,Salaried,0,128169,36,596,790000,68.32, Approved
2120,49,Male,1,1,Yes, Non Graduate,Salaried,129000,150000,24,415,1000000,42.47,Rejected
2121,24,Female,3,1,Yes, Non Graduate,Student,69000,150000,18,728,480000,95, Approved
2122,38,Male,0,2,No, Non Graduate,Self-Employed,80000,142169,60,666,880000,88.25, Approved
2123,60,Male,2,1,Yes, Graduate,Freelancer,0,71293,36,675,580000,40, Approved
2124,43,Male,0,2,No, Graduate,Student,85000,103880,60,304,300000,56.57, Rejected
2125,19,Male,5,1,No, Graduate,Salaried,20000,46894,72,474,760000,60.95, Rejected
2126,38,Female,4,0,Yes, Graduate,Self-Employed,27000,57394,18,370,1000000,95, Rejected
2127,58,Female,4,0,Yes, Graduate,Salaried,77000,150000,72,596,510000,83.57,Rejected
2128,31,Female,4,3,No, Graduate,Salaried,75000,59596,12,567,570000,77.47,Rejected
2129,53,Female,3,1,No, Non Graduate,Self-Employed,61000,85967,36,671,1000000,90.24, Approved
2130,36,Male,2,2,Yes, Graduate,Freelancer,101000,150000,60,819,100000,40, Approved
2131,18,Female,5,2,Yes, Non Graduate,Freelancer,27000,87449,60,829,310000,70.79, Approved
2132,65,Male,5,3,Yes, Graduate,Salaried,43000,40553,18,454,140000,89.95, Rejected
2133,63,Male,0,3,Yes, Graduate,Self-Employed,129000,143727,24,399,950000,40, Rejected
2134,42,Male,0,1,Yes, Graduate,Self-Employed,56000,73726,60,784,950000,75.73, Approved
2135,33,Female,2,0,Yes, Non Graduate,Unemployed,18000,69318,18,538,2130000,55.96, Rejected
2136,40,Female,0,3,Yes, Graduate,Salaried,107000,108293,72,759,950000,89.42, Approved
2137,59,Female,2,1,No, Graduate,Student,0,150000,72,699,1000000,86.55, Approved
2138,64,Male,5,1,No, Non Graduate,Salaried,99000,150000,24,347,380000,88.88, Rejected
2139,68,Male,3,3,Yes, Non Graduate,Self-Employed,128000,65716,60,598,1000000,78.24,Rejected
